Location,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018 
Chad,7241.134,7493.251,7759.258,8041.846,8342.559,8663.012,9001.689,9353.201,9710.043,10067.009,10421.597,10775.708,11133.861,11502.786,11887.202,12288.651,12705.135,13133.589,13569.438,14009.413,14243.879,14395.746,14494.594
Channel Islands,144.829,145.715,146.671,147.687,148.725,149.793,150.901,152.038,153.17,154.294,155.411,156.513,157.581,158.603,159.581,160.497,161.358,162.18,162.969,163.758,164.949,166.301,167.76
Chile,14497.826,14694.835,14887.756,15076.952,15262.754,15444.969,15623.635,15799.542,15973.778,16147.064,16319.792,16491.687,16661.942,16829.442,16993.354,17153.357,17309.746,17462.982,17613.798,17762.681,17935.778,18117.647,18304.675
China,1249981.441,1259066.974,1267441.503,1275406.699,1283198.97,1290937.649,1298646.577,1306343.911,1314007.478,1321623.49,1329209.094,1336800.506,1344415.227,1352068.091,1359755.102,1367480.264,1375198.619,1382793.212,1390110.388,1397028.553,1407219.373,1418485.535,1430227.588
"China, Hong Kong SAR",6241.81,6356.47,6473.836,6579.564,6663.654,6722.306,6759.491,6782.571,6802.597,6827.761,6860.376,6898.397,6940.323,6983.272,7025.221,7065.815,7106.399,7148.571,7194.563,7245.701,7334.328,7440.765,7557.332
"China, Macao SAR",393.567,401.564,409.837,418.604,427.979,438.081,448.896,460.147,471.453,482.559,493.32,503.823,514.348,525.313,536.969,549.439,562.531,575.841,588.781,600.942,614.911,629.2,643.616
"China, Taiwan Province of China",21364.13,21483.508,21595.372,21711.573,21840.235,21985.282,22143.337,22306.338,22462.374,22602.886,22725.478,22833.013,22928.526,23017.055,23102.406,23185.01,23263.897,23339.858,23413.652,23485.755,23660.742,23877.275,24118.698
Colombia,38049.038,38645.411,39234.062,39819.279,40403.958,40988.909,41572.491,42152.151,42724.163,43285.634,43835.722,44374.572,44901.544,45416.181,45918.097,46406.646,46881.475,47342.981,47791.911,48228.697,48722.959,49234.189,49754.479
Comoros,488.627,501.953,515.385,528.848,542.357,555.888,569.479,583.211,597.228,611.627,626.425,641.62,657.229,673.252,689.692,706.569,723.868,741.5,759.385,777.424,788.033,795.638,801.277
Congo,2879.222,2962.47,3048.453,3136.344,3225.727,3315.806,3407.18,3502.519,3605.439,3718.243,3842.365,3976.246,4115.435,4253.712,4386.693,4512.73,4633.363,4751.393,4871.101,4995.648,5068.318,5121.725,5162.985
Cook Islands,18.815,18.569,18.295,18.124,18.122,18.322,18.702,19.148,19.522,19.71,19.696,19.511,19.212,18.868,18.545,18.257,17.996,17.767,17.588,17.449,17.374,17.372,17.4
Costa Rica,3596.732,3682.725,3767.373,3848.723,3925.443,3996.798,4063.204,4125.971,4187.038,4247.841,4308.794,4369.469,4429.508,4488.263,4545.28,4600.474,4654.122,4706.401,4757.575,4807.852,4865.071,4924.646,4985.547
Côte d'Ivoire,14995.249,15445.986,15884.552,16300.233,16686.561,17040.152,17366.517,17679.355,17997.738,18336.303,18699.435,19085.941,19497.986,19936.366,20401.331,20895.311,21418.603,21966.312,22531.35,23108.472,23432.383,23657.646,23819.868
Croatia,4574.887,4532.399,4491.902,4456.433,4428.072,4408.08,4395.819,4388.946,4383.92,4378.057,4370.699,4362.266,4352.428,4341.084,4328.153,4313.371,4296.526,4277.806,4257.533,4236.016,4224.16,4215.637,4209.41
Cuba,10961.012,11013.983,11064.097,11110.004,11150.736,11186.542,11217.998,11244.885,11266.941,11284.253,11296.233,11303.687,11309.754,11318.602,11333.051,11354.651,11382.146,11412.167,11439.767,11461.432,11493.134,11526.034,11559.407
Curaçao,141.983,139.569,136.891,134.311,132.099,130.277,128.829,128.021,128.157,129.394,131.898,135.498,139.73,143.933,147.608,150.593,152.985,154.895,156.512,158.01,159.402,160.632,161.733
Cyprus,873.423,891.192,908.704,926.05,943.286,960.282,976.966,993.563,1010.41,1027.658,1045.509,1063.712,1081.563,1098.076,1112.607,1124.835,1135.062,1143.896,1152.309,1160.985,1174.752,1190.709,1208.05
Czechia,10350.57,10338.593,10323.488,10306.645,10289.594,10271.204,10252.439,10239.277,10239.536,10258.176,10298.288,10356.586,10423.794,10486.845,10536.286,10568.715,10586.755,10594.481,10598.526,10603.762,10634.523,10675.143,10721.375
Dem. People's Republic of Korea,22113.548,22335.638,22537.336,22731.985,22929.075,23131.81,23336.681,23538.54,23729.498,23904.167,24061.097,24203.289,24335.146,24463.021,24591.599,24722.298,24854.034,24985.976,25116.363,25243.917,25396.59,25558.657,25726.459
Democratic Republic of the Congo,42770.544,43830.146,44840.529,45898.667,47076.387,48394.338,49835.756,51390.033,53034.217,54751.476,56543.011,58417.562,60373.608,62409.435,64523.263,66713.597,68978.682,71316.033,73722.86,76196.619,77507.054,78368.225,78939.159
Denmark,5254.86,5277.711,5300.379,5321.774,5341.194,5358.062,5372.801,5386.968,5402.761,5421.702,5444.303,5469.957,5497.795,5526.447,5554.844,5582.873,5610.66,5637.817,5663.914,5688.695,5718.904,5750.528,5783.261
Djibouti,643.682,660.953,680.612,700.099,717.584,732.711,746.221,758.615,770.752,783.254,796.208,809.402,822.934,836.84,851.146,865.937,881.185,896.688,912.164,927.414,940.215,951.884,962.86
Dominica,71.145,70.753,70.29,69.903,69.676,69.67,69.824,70.093,70.379,70.627,70.807,70.95,71.074,71.229,71.44,71.718,72.044,72.4,72.778,73.162,73.616,74.103,74.613
Dominican Republic,8029.113,8163.472,8296.375,8429.112,8562.622,8697.126,8832.285,8967.76,9102.998,9237.566,9371.338,9504.353,9636.52,9767.758,9897.985,10027.095,10154.95,10281.296,10405.844,10528.394,10632.842,10728.696,10818.715
Eastern Africa,232413.444,239215.718,246345.989,253675.516,261113.89,268638.612,276291.511,284122.793,292207.492,300599.706,309313.054,318329.032,327631.032,337191.043,346987.498,357015.563,367279.164,377775.443,388502.716,399458.026,406081.142,411026.329,414902.821
Eastern Asia,1474822.445,1485085.081,1494568.181,1503584.325,1512377.595,1521071.205,1529686.044,1538233.613,1546681.947,1555011.573,1563236.216,1571398.378,1579531.194,1587670.908,1595828.675,1604014.4,1612178.334,1620194.727,1627896.076,1635150.365,1646238.27,1658605.865,1671561.427
Eastern Europe,308748.143,307737.757,306568.509,305292.681,303957.552,302580.116,301183.921,299829.699,298588.342,297510.641,296621.738,295913.454,295359.343,294914.429,294540.681,294233.056,293987.914,293768.982,293532.237,293243.708,293533.236,294016.644,294598.108
Ecuador,11683.479,11924.993,12163.885,12398.691,12628.596,12852.755,13072.06,13289.601,13509.647,13735.233,13967.48,14205.453,14447.562,14691.275,14934.69,15177.355,15419.666,15661.547,15903.112,16144.368,16355.188,16552.961,16742.245
Egypt,64933.456,66151.117,67378.056,68626.664,69905.988,71226.94,72590.118,73981.942,75381.899,76778.149,78159.048,79537.253,80953.881,82465.022,84107.606,85897.561,87813.257,89807.433,91812.566,93778.172,95152.609,96260.13,97185.263
El Salvador,5671.925,5727.755,5778.706,5825.187,5867.626,5905.962,5940.303,5971.535,6000.775,6028.961,6056.478,6083.475,6110.301,6137.276,6164.626,6192.56,6221.246,6250.777,6281.189,6312.478,6346.093,6381.253,6417.82
Equatorial Guinea,523.999,544.636,566.673,589.938,614.323,639.762,666.407,694.611,724.817,757.317,792.217,829.327,868.418,909.111,951.104,994.29,1038.593,1083.746,1129.424,1175.389,1209.19,1237.935,1263.236
Eritrea,3116.379,3161.35,3224.223,3302.263,3392.801,3497.124,3614.639,3738.265,3858.623,3969.007,4066.648,4153.332,4232.636,4310.334,4390.84,4474.69,4560.977,4650.998,4746.045,4846.976,4908.093,4956.406,4996.891
Estonia,1417.736,1409.674,1406.35,1403.789,1399.112,1391.729,1382.732,1372.909,1363.565,1355.648,1349.297,1344.072,1339.712,1335.83,1332.102,1328.449,1324.934,1321.56,1318.359,1315.321,1314.849,1315.435,1316.601
Ethiopia,59155.148,60976.45,62794.151,64640.054,66537.331,68492.257,70497.192,72545.144,74624.405,76727.083,78850.689,81000.409,83184.892,85416.253,87702.67,90046.756,92444.183,94887.724,97366.774,99873.033,101471.48,102710.22,103724.006
Europe,728232.51,728031.016,727650.06,727316.733,727200.939,727354.723,727754.272,728396.633,729252.505,730289.682,731530.909,732963.756,734474.49,735911.175,737163.58,738177.804,738976.542,739621.182,740210.73,740813.959,742873.539,745514.688,748481.669
Faeroe Islands,46.058,46.251,46.58,46.937,47.258,47.526,47.769,47.974,48.143,48.285,48.383,48.448,48.485,48.517,48.55,48.608,48.666,48.747,48.842,48.965,49.061,49.149,49.243
Falkland Islands (Malvinas),2.538,2.637,2.736,2.815,2.882,2.924,2.947,2.951,2.954,2.939,2.921,2.907,2.885,2.867,2.852,2.856,2.858,2.87,2.887,2.898,2.91,2.916,2.93
Fiji,784.476,792.86,800.315,806.494,811.223,814.218,815.691,816.628,818.354,821.817,827.411,834.812,843.34,851.967,859.95,867.086,873.596,879.715,885.806,892.149,897.062,901.412,905.341
Finland,5136.979,5151.746,5164.242,5175.926,5187.954,5200.479,5213.373,5227.103,5242.185,5258.927,5277.57,5298.014,5319.902,5342.646,5365.782,5389.242,5412.98,5436.616,5459.717,5481.966,5509.313,5538.162,5567.908
France,58499.689,58763.395,59034.921,59316.107,59608.201,59911.252,60225.076,60550.097,60886.607,61233.9,61592.884,61960.95,62329.567,62687.521,63026.74,63343.577,63639.873,63919.917,64190.638,64457.201,64744.106,65036.186,65329.907
French Guiana,141.767,146.273,151.17,156.735,163.165,170.596,178.904,187.619,196.079,203.826,210.673,216.785,222.452,228.134,234.181,240.654,247.463,254.503,261.623,268.691,274.116,278.863,283.185
French Polynesia,219.283,223.731,228.376,232.952,237.258,241.273,245.006,248.499,251.775,254.886,257.832,260.594,263.179,265.581,267.82,269.843,271.703,273.528,275.484,277.69,280.31,283.239,286.279
Gabon,1113.994,1142.324,1171.224,1200.773,1231.122,1262.259,1294.409,1328.146,1364.205,1403.126,1444.844,1489.193,1536.411,1586.754,1640.21,1697.101,1756.817,1817.271,1875.713,1930.175,1964.856,1989.107,2006.428
Gambia,1096.708,1128.169,1160.944,1195.42,1231.844,1270.495,1311.349,1354.194,1398.573,1444.204,1491.021,1539.116,1588.572,1639.56,1692.149,1746.363,1802.125,1859.324,1917.852,1977.59,2009.855,2031.334,2045.824
Georgia,4945.566,4881.248,4825.186,4773.169,4722.059,4672.162,4624.88,4579.082,4533.329,4486.547,4438.896,4390.535,4340.514,4287.696,4231.661,4171.256,4107.719,4045.91,3992.346,3951.524,3927.808,3917.859,3917.006
Germany,81426.337,81499.866,81499.232,81481.612,81487.757,81535.848,81611.868,81686.495,81715.659,81671.234,81540.353,81344.457,81130.944,80965.612,80894.785,80933.98,81066.228,81265.139,81489.66,81707.789,82111.702,82589.823,83101.617
Ghana,17185.608,17608.812,18036.494,18477.612,18938.762,19421.605,19924.522,20446.782,20986.536,21542.009,22113.425,22700.212,23298.64,23903.831,24512.104,25121.796,25733.049,26346.251,26962.563,27582.821,27982.364,28291.881,28543.044
Gibraltar,30.382,30.594,30.801,30.991,31.18,31.374,31.544,31.72,31.896,32.085,32.296,32.51,32.732,32.956,33.189,33.405,33.623,33.831,34.038,34.228,34.437,34.65,34.854
Greece,10880.912,10961.123,11030.393,11090.266,11142.119,11184.398,11216.799,11243.567,11270.476,11301.204,11338.77,11380.897,11419.647,11443.828,11446.005,11422.805,11378.257,11321.3,11264.726,11217.8,11218.747,11244.304,11285.632
Greenland,55.837,55.881,55.948,56.046,56.175,56.327,56.518,56.708,56.861,56.951,56.971,56.927,56.841,56.728,56.638,56.552,56.47,56.414,56.382,56.377,56.459,56.581,56.741
Grenada,100.796,101.122,101.309,101.442,101.619,101.849,102.1,102.375,102.656,102.949,103.259,103.586,103.93,104.296,104.677,105.075,105.481,105.909,106.36,106.823,107.321,107.829,108.357
Guadeloupe,406.977,411.444,416.089,420.582,424.646,428.22,431.359,434.191,436.885,439.552,442.257,444.91,447.345,449.333,450.718,451.447,451.602,451.338,450.884,450.418,450.206,450.097,450.102
Guam,148.06,150.303,152.277,153.953,155.329,156.401,157.175,157.714,158.099,158.402,158.648,158.855,159.035,159.231,159.444,159.678,159.973,160.375,160.967,161.797,162.708,163.768,164.956
Guatemala,10646.674,10887.634,11133.501,11387.203,11650.743,11924.946,12208.848,12500.478,12796.925,13096.028,13397.008,13700.286,14006.366,14316.208,14630.417,14948.919,15271.056,15596.214,15923.559,16252.429,16508.795,16735.986,16945.12
Guinea,8132.552,8337.988,8503.297,8653.769,8808.546,8971.139,9137.345,9309.848,9490.229,9679.745,9881.428,10096.727,10323.142,10556.524,10794.17,11035.17,11281.469,11536.615,11805.509,12091.533,12255.903,12378.743,12476.08
Guinea-Bissau,1159.06,1179.727,1199.915,1220.794,1243.229,1267.512,1293.523,1321.202,1350.345,1380.838,1412.669,1445.958,1480.841,1517.448,1555.88,1596.154,1638.139,1681.495,1725.744,1770.526,1797.071,1816.292,1830.787
Guyana,761.861,760.51,757.952,755.278,753.301,752.263,751.884,751.857,751.652,750.946,749.601,747.869,746.314,745.693,746.556,749.1,753.091,758.081,763.393,768.514,771.969,774.642,776.792
Haiti,7965.553,8111.951,8258.483,8404.398,8549.2,8692.567,8834.733,8976.552,9119.178,9263.404,9409.457,9556.889,9705.029,9852.87,9999.617,10145.054,10289.21,10431.776,10572.466,10711.061,10816.063,10905.961,10986.129
High-income countries,1042533.877,1049417.709,1056280.706,1063171.016,1070130.224,1077128.7,1084169.198,1091360.756,1098845.299,1106701.844,1114996.07,1123635.564,1132346.742,1140755.107,1148592.393,1155747.285,1162295.164,1168383.994,1174248.893,1180060.957,1187737.502,1196117.898,1204892.29
Holy See,0.778,0.782,0.781,0.781,0.785,0.788,0.792,0.798,0.797,0.798,0.8,0.796,0.794,0.795,0.794,0.796,0.804,0.801,0.8,0.803,0.802,0.799,0.808
Honduras,5867.849,6028.882,6192.026,6357.221,6524.283,6693.061,6863.157,7033.821,7204.153,7373.43,7541.406,7707.972,7872.658,8035.021,8194.778,8351.6,8505.646,8657.785,8809.216,8960.829,9098.121,9229.703,9358.056
Hungary,10332.989,10309.022,10280.145,10249.959,10221.051,10194.005,10167.872,10141.956,10115.081,10086.465,10055.897,10023.887,9991.201,9958.942,9927.84,9898.204,9869.684,9841.697,9813.335,9783.925,9781.837,9790.432,9805.603
Iceland,270.15,272.709,275.296,277.87,280.435,282.907,285.329,287.952,291.104,294.979,299.728,305.2,310.884,316.086,320.328,323.418,325.526,327.029,328.459,330.243,332.677,335.511,338.631
India,978893.217,997405.318,1015974.042,1034539.214,1053050.912,1071477.855,1089807.112,1108027.848,1126135.777,1144118.674,1161977.719,1179681.239,1197146.906,1214270.132,1230980.691,1247236.029,1263065.852,1278562.207,1293859.294,1309053.98,1323763.212,1338213.073,1352486.318
Indonesia,199914.831,202826.465,205715.544,208612.556,211540.429,214506.502,217508.059,220545.214,223614.649,226712.73,229838.202,232989.141,236159.276,239340.478,242524.123,245707.511,248883.232,252032.263,255131.116,258162.113,260851.209,263357.13,265733.161
Iran (Islamic Republic of),61583.089,62710.557,63900.63,65062.66,66131.854,67096.414,67983.33,68812.713,69617.1,70421.811,71227.88,72031.103,72845.542,73687.565,74567.511,75491.582,76453.574,77435.384,78411.092,79360.487,80514.569,81735.71,82989.072
Iraq,20845.893,21509.291,22190.25,22878.156,23565.413,24251.649,24939.299,25627.626,26316.609,27008.426,27697.912,28390.433,29111.417,29894.652,30762.701,31727.053,32776.571,33883.145,35006.08,36115.649,36808.264,37321.548,37716.021
Ireland,3679.849,3712.464,3750.57,3795.699,3848.776,3909.293,3976.288,4049.547,4128.749,4212.977,4303.37,4398.073,4489.589,4568.064,4626.928,4662.579,4678.117,4681.967,4686.347,4700.107,4728.097,4766.541,4812.053
Isle of Man,70.431,70.869,71.39,71.952,72.554,73.192,73.87,74.587,75.341,76.118,76.914,77.727,78.534,79.325,80.072,80.759,81.406,82.013,82.59,83.167,83.824,84.501,85.198
Israel,5488.077,5631.544,5765.21,5891.77,6013.741,6129.53,6239.285,6349.519,6468.827,6602.97,6755.211,6922.685,7097.41,7267.895,7425.959,7568.774,7699.105,7821.105,7941.329,8064.547,8159.787,8244.252,8321.585
Italy,57229.67,57184.901,57153.554,57179.989,57293.721,57506.367,57801.763,58147.037,58494.704,58808.483,59079.869,59313.511,59502.385,59641.853,59729.807,59759.929,59733.834,59668,59585.668,59504.212,59557.47,59667.573,59812.366
Jamaica,2561.993,2586.827,2611.367,2634.882,2656.864,2677.011,2695.446,2712.511,2728.777,2744.673,2760.279,2775.467,2790.122,2804.082,2817.21,2829.493,2840.992,2851.807,2862.087,2871.934,2883.021,2894.365,2905.742
Japan,126654.021,126902.628,127127.265,127335.858,127533.934,127723.513,127902.617,128067.794,128213.632,128335.767,128432.994,128505.251,128550.508,128566.659,128551.873,128505.399,128426.384,128312.92,128162.873,127974.958,128027.19,128156.555,128323.36
Jordan,4716.373,4832.267,4927.912,5014.899,5103.13,5193.482,5287.488,5396.774,5535.595,5714.111,5934.232,6193.191,6489.822,6821.116,7182.39,7574.943,7992.573,8413.464,8809.306,9159.302,9397.65,9562.193,9666.489
Kazakhstan,15820.631,15581.752,15349.899,15165.574,15057.363,15039.971,15105.645,15232.325,15385.916,15541.457,15690.861,15841.355,16001.176,16184.163,16398.976,16647.38,16921.179,17207.257,17487.779,17749.648,17943.025,18096.825,18222.135
Kenya,28147.734,28954.114,29769.803,30600.397,31450.483,32321.482,33214.009,34130.852,35074.931,36048.288,37052.05,38085.909,39148.416,40237.204,41350.152,42486.839,43646.629,44826.849,46024.25,47236.259,48051.133,48708.733,49266.1
Kiribati,78.907,80.184,81.55,82.966,84.406,85.858,87.343,88.895,90.542,92.325,94.26,96.311,98.44,100.568,102.652,104.656,106.613,108.535,110.458,112.407,113.606,114.488,115.172
Kuwait,1631.74,1715.314,1836.353,1957.066,2050.741,2109.355,2143.833,2169.118,2207.939,2276.623,2377.258,2503.41,2652.34,2818.939,2998.083,3191.051,3395.556,3598.385,3782.45,3935.794,4054.739,4141.759,4206.167
Kyrgyzstan,4629.398,4705.638,4786.773,4861.129,4920.718,4962.59,4990.687,5012.269,5037.929,5075.38,5126.73,5189.72,5262.294,5340.781,5422.337,5506.601,5594.108,5683.808,5774.566,5865.401,5929.193,5981.152,6024.783
Lao People's Democratic Republic,4957.18,5056.519,5150.763,5241.284,5329.304,5414.568,5497.273,5579.656,5664.605,5754.026,5849.356,5949.787,6052.19,6152.036,6246.274,6333.487,6415.169,6494.557,6576.397,6663.967,6741.158,6816.84,6891.824
Latin America and the Caribbean,494867.219,502786.732,510597.435,518271.926,525794.973,533150.548,540353.646,547458.825,554541.436,561655.871,568818.539,576013.494,583222.304,590413.658,597561.53,604661.714,611713.895,618698.846,625593.922,632380.831,639227.906,646034.917,652802.833
Latvia,2478.825,2453.302,2430.547,2408.09,2384.163,2358.677,2332.492,2305.775,2278.855,2251.983,2225.223,2198.518,2171.881,2145.309,2118.848,2092.493,2066.374,2040.784,2016.125,1992.663,1974.833,1960.055,1947.494
Least developed countries,600926.162,616437.048,632146.821,648229.112,664804.763,681932.226,699560.739,717572.892,735796.583,754118.072,772488.966,790978.141,809730.997,828953.32,848791.962,869298.106,890423.474,912093.996,934192.321,956631.108,970737.075,981585.276,990370.048
Lebanon,3070.96,3092.67,3113.951,3156.646,3235.366,3359.859,3522.837,3701.464,3863.267,3986.852,4057.35,4086.466,4111.047,4183.156,4337.141,4588.368,4916.404,5276.102,5603.279,5851.479,6019.969,6114.467,6148.147
